"Notes"	"Residence State"	"Residence State Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Mississippi"	"28"	"2020"	"2020"	"Jan., 2020"	"2020/01"	2898	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2020"	"2020"	"Feb., 2020"	"2020/02"	2827	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2020"	"2020"	"Mar., 2020"	"2020/03"	2995	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2020"	"2020"	"Apr., 2020"	"2020/04"	3175	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2020"	"2020"	"May, 2020"	"2020/05"	3404	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2020"	"2020"	"Jun., 2020"	"2020/06"	3148	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2020"	"2020"	"Jul., 2020"	"2020/07"	3709	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2020"	"2020"	"Aug., 2020"	"2020/08"	3806	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2020"	"2020"	"Sep., 2020"	"2020/09"	3220	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2020"	"2020"	"Oct., 2020"	"2020/10"	3258	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2020"	"2020"	"Nov., 2020"	"2020/11"	3452	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2020"	"2020"	"Dec., 2020"	"2020/12"	4298	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	4501	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	3388	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2021 (provisional)"	"2021"	"Mar., 2021 (provisional)"	"2021/03"	3184	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2021 (provisional)"	"2021"	"Apr., 2021 (provisional)"	"2021/04"	2957	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2021 (provisional)"	"2021"	"May, 2021 (provisional)"	"2021/05"	2979	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2021 (provisional)"	"2021"	"Jun., 2021 (provisional)"	"2021/06"	2895	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2021 (provisional)"	"2021"	"Jul., 2021 (provisional)"	"2021/07"	3214	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	4295	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	3972	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2021 (provisional)"	"2021"	"Oct., 2021 (provisional)"	"2021/10"	3214	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2021 (provisional)"	"2021"	"Nov., 2021 (provisional)"	"2021/11"	3103	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2021 (provisional)"	"2021"	"Dec., 2021 (provisional)"	"2021/12"	3383	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2022 (provisional and partial)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	4285	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	3550	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2022 (provisional and partial)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	3103	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2022 (provisional and partial)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	2802	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2022 (provisional and partial)"	"2022"	"May, 2022 (provisional)"	"2022/05"	2849	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2022 (provisional and partial)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	2776	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2022 (provisional and partial)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	3078	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2022 (provisional and partial)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	2955	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2022 (provisional and partial)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	2038	Not Applicable	Not Applicable
	"Missouri"	"29"	"2018"	"2018"	"Jan., 2018"	"2018/01"	6677	Not Applicable	Not Applicable
	"Missouri"	"29"	"2018"	"2018"	"Feb., 2018"	"2018/02"	5418	Not Applicable	Not Applicable
	"Missouri"	"29"	"2018"	"2018"	"Mar., 2018"	"2018/03"	5527	Not Applicable	Not Applicable
	"Missouri"	"29"	"2018"	"2018"	"Apr., 2018"	"2018/04"	5194	Not Applicable	Not Applicable
	"Missouri"	"29"	"2018"	"2018"	"May, 2018"	"2018/05"	5052	Not Applicable	Not Applicable
	"Missouri"	"29"	"2018"	"2018"	"Jun., 2018"	"2018/06"	4838	Not Applicable	Not Applicable
	"Missouri"	"29"	"2018"	"2018"	"Jul., 2018"	"2018/07"	4828	Not Applicable	Not Applicable
	"Missouri"	"29"	"2018"	"2018"	"Aug., 2018"	"2018/08"	5087	Not Applicable	Not Applicable
	"Missouri"	"29"	"2018"	"2018"	"Sep., 2018"	"2018/09"	4859	Not Applicable	Not Applicable
	"Missouri"	"29"	"2018"	"2018"	"Oct., 2018"	"2018/10"	5204	Not Applicable	Not Applicable
	"Missouri"	"29"	"2018"	"2018"	"Nov., 2018"	"2018/11"	5056	Not Applicable	Not Applicable
	"Missouri"	"29"	"2018"	"2018"	"Dec., 2018"	"2018/12"	5377	Not Applicable	Not Applicable
	"Missouri"	"29"	"2019"	"2019"	"Jan., 2019"	"2019/01"	5604	Not Applicable	Not Applicable
	"Missouri"	"29"	"2019"	"2019"	"Feb., 2019"	"2019/02"	5108	Not Applicable	Not Applicable
	"Missouri"	"29"	"2019"	"2019"	"Mar., 2019"	"2019/03"	5601	Not Applicable	Not Applicable
	"Missouri"	"29"	"2019"	"2019"	"Apr., 2019"	"2019/04"	5005	Not Applicable	Not Applicable
	"Missouri"	"29"	"2019"	"2019"	"May, 2019"	"2019/05"	5239	Not Applicable	Not Applicable
	"Missouri"	"29"	"2019"	"2019"	"Jun., 2019"	"2019/06"	4986	Not Applicable	Not Applicable
	"Missouri"	"29"	"2019"	"2019"	"Jul., 2019"	"2019/07"	5171	Not Applicable	Not Applicable
	"Missouri"	"29"	"2019"	"2019"	"Aug., 2019"	"2019/08"	4982	Not Applicable	Not Applicable
	"Missouri"	"29"	"2019"	"2019"	"Sep., 2019"	"2019/09"	4931	Not Applicable	Not Applicable
	"Missouri"	"29"	"2019"	"2019"	"Oct., 2019"	"2019/10"	5027	Not Applicable	Not Applicable
	"Missouri"	"29"	"2019"	"2019"	"Nov., 2019"	"2019/11"	5342	Not Applicable	Not Applicable
	"Missouri"	"29"	"2019"	"2019"	"Dec., 2019"	"2019/12"	5405	Not Applicable	Not Applicable
	"Missouri"	"29"	"2020"	"2020"	"Jan., 2020"	"2020/01"	5714	Not Applicable	Not Applicable
	"Missouri"	"29"	"2020"	"2020"	"Feb., 2020"	"2020/02"	5435	Not Applicable	Not Applicable
	"Missouri"	"29"	"2020"	"2020"	"Mar., 2020"	"2020/03"	5680	Not Applicable	Not Applicable
	"Missouri"	"29"	"2020"	"2020"	"Apr., 2020"	"2020/04"	5874	Not Applicable	Not Applicable
	"Missouri"	"29"	"2020"	"2020"	"May, 2020"	"2020/05"	5695	Not Applicable	Not Applicable
	"Missouri"	"29"	"2020"	"2020"	"Jun., 2020"	"2020/06"	5240	Not Applicable	Not Applicable
	"Missouri"	"29"	"2020"	"2020"	"Jul., 2020"	"2020/07"	5710	Not Applicable	Not Applicable
	"Missouri"	"29"	"2020"	"2020"	"Aug., 2020"	"2020/08"	5924	Not Applicable	Not Applicable
	"Missouri"	"29"	"2020"	"2020"	"Sep., 2020"	"2020/09"	5949	Not Applicable	Not Applicable
	"Missouri"	"29"	"2020"	"2020"	"Oct., 2020"	"2020/10"	6680	Not Applicable	Not Applicable
	"Missouri"	"29"	"2020"	"2020"	"Nov., 2020"	"2020/11"	7767	Not Applicable	Not Applicable
	"Missouri"	"29"	"2020"	"2020"	"Dec., 2020"	"2020/12"	8219	Not Applicable	Not Applicable
	"Missouri"	"29"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	7383	Not Applicable	Not Applicable
	"Missouri"	"29"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	5680	Not Applicable	Not Applicable
	"Missouri"	"29"	"2021 (provisional)"	"2021"	"Mar., 2021 (provisional)"	"2021/03"	5647	Not Applicable	Not Applicable
	"Missouri"	"29"	"2021 (provisional)"	"2021"	"Apr., 2021 (provisional)"	"2021/04"	5457	Not Applicable	Not Applicable
	"Missouri"	"29"	"2021 (provisional)"	"2021"	"May, 2021 (provisional)"	"2021/05"	5481	Not Applicable	Not Applicable
	"Missouri"	"29"	"2021 (provisional)"	"2021"	"Jun., 2021 (provisional)"	"2021/06"	5455	Not Applicable	Not Applicable
	"Missouri"	"29"	"2021 (provisional)"	"2021"	"Jul., 2021 (provisional)"	"2021/07"	6201	Not Applicable	Not Applicable
	"Missouri"	"29"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	7053	Not Applicable	Not Applicable
	"Missouri"	"29"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	6399	Not Applicable	Not Applicable
	"Missouri"	"29"	"2021 (provisional)"	"2021"	"Oct., 2021 (provisional)"	"2021/10"	6049	Not Applicable	Not Applicable
	"Missouri"	"29"	"2021 (provisional)"	"2021"	"Nov., 2021 (provisional)"	"2021/11"	6116	Not Applicable	Not Applicable
	"Missouri"	"29"	"2021 (provisional)"	"2021"	"Dec., 2021 (provisional)"	"2021/12"	6926	Not Applicable	Not Applicable
	"Missouri"	"29"	"2022 (provisional and partial)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	8233	Not Applicable	Not Applicable
	"Missouri"	"29"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	6358	Not Applicable	Not Applicable
	"Missouri"	"29"	"2022 (provisional and partial)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	5805	Not Applicable	Not Applicable
	"Missouri"	"29"	"2022 (provisional and partial)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	5336	Not Applicable	Not Applicable
	"Missouri"	"29"	"2022 (provisional and partial)"	"2022"	"May, 2022 (provisional)"	"2022/05"	5553	Not Applicable	Not Applicable
	"Missouri"	"29"	"2022 (provisional and partial)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	5335	Not Applicable	Not Applicable
	"Missouri"	"29"	"2022 (provisional and partial)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	5472	Not Applicable	Not Applicable
	"Missouri"	"29"	"2022 (provisional and partial)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	4964	Not Applicable	Not Applicable
	"Missouri"	"29"	"2022 (provisional and partial)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	3544	Not Applicable	Not Applicable
	"Montana"	"30"	"2018"	"2018"	"Jan., 2018"	"2018/01"	874	Not Applicable	Not Applicable
	"Montana"	"30"	"2018"	"2018"	"Feb., 2018"	"2018/02"	837	Not Applicable	Not Applicable
	"Montana"	"30"	"2018"	"2018"	"Mar., 2018"	"2018/03"	845	Not Applicable	Not Applicable
	"Montana"	"30"	"2018"	"2018"	"Apr., 2018"	"2018/04"	849	Not Applicable	Not Applicable
	"Montana"	"30"	"2018"	"2018"	"May, 2018"	"2018/05"	748	Not Applicable	Not Applicable
	"Montana"	"30"	"2018"	"2018"	"Jun., 2018"	"2018/06"	789	Not Applicable	Not Applicable
	"Montana"	"30"	"2018"	"2018"	"Jul., 2018"	"2018/07"	846	Not Applicable	Not Applicable
	"Montana"	"30"	"2018"	"2018"	"Aug., 2018"	"2018/08"	820	Not Applicable	Not Applicable
	"Montana"	"30"	"2018"	"2018"	"Sep., 2018"	"2018/09"	797	Not Applicable	Not Applicable
	"Montana"	"30"	"2018"	"2018"	"Oct., 2018"	"2018/10"	872	Not Applicable	Not Applicable
	"Montana"	"30"	"2018"	"2018"	"Nov., 2018"	"2018/11"	877	Not Applicable	Not Applicable
	"Montana"	"30"	"2018"	"2018"	"Dec., 2018"	"2018/12"	838	Not Applicable	Not Applicable
	"Montana"	"30"	"2019"	"2019"	"Jan., 2019"	"2019/01"	968	Not Applicable	Not Applicable
	"Montana"	"30"	"2019"	"2019"	"Feb., 2019"	"2019/02"	882	Not Applicable	Not Applicable
	"Montana"	"30"	"2019"	"2019"	"Mar., 2019"	"2019/03"	939	Not Applicable	Not Applicable
	"Montana"	"30"	"2019"	"2019"	"Apr., 2019"	"2019/04"	882	Not Applicable	Not Applicable
	"Montana"	"30"	"2019"	"2019"	"May, 2019"	"2019/05"	829	Not Applicable	Not Applicable
	"Montana"	"30"	"2019"	"2019"	"Jun., 2019"	"2019/06"	819	Not Applicable	Not Applicable
	"Montana"	"30"	"2019"	"2019"	"Jul., 2019"	"2019/07"	824	Not Applicable	Not Applicable
	"Montana"	"30"	"2019"	"2019"	"Aug., 2019"	"2019/08"	837	Not Applicable	Not Applicable
	"Montana"	"30"	"2019"	"2019"	"Sep., 2019"	"2019/09"	836	Not Applicable	Not Applicable
	"Montana"	"30"	"2019"	"2019"	"Oct., 2019"	"2019/10"	855	Not Applicable	Not Applicable
	"Montana"	"30"	"2019"	"2019"	"Nov., 2019"	"2019/11"	838	Not Applicable	Not Applicable
	"Montana"	"30"	"2019"	"2019"	"Dec., 2019"	"2019/12"	893	Not Applicable	Not Applicable
	"Montana"	"30"	"2020"	"2020"	"Jan., 2020"	"2020/01"	960	Not Applicable	Not Applicable
	"Montana"	"30"	"2020"	"2020"	"Feb., 2020"	"2020/02"	893	Not Applicable	Not Applicable
	"Montana"	"30"	"2020"	"2020"	"Mar., 2020"	"2020/03"	973	Not Applicable	Not Applicable
	"Montana"	"30"	"2020"	"2020"	"Apr., 2020"	"2020/04"	860	Not Applicable	Not Applicable
	"Montana"	"30"	"2020"	"2020"	"May, 2020"	"2020/05"	828	Not Applicable	Not Applicable
	"Montana"	"30"	"2020"	"2020"	"Jun., 2020"	"2020/06"	831	Not Applicable	Not Applicable
	"Montana"	"30"	"2020"	"2020"	"Jul., 2020"	"2020/07"	873	Not Applicable	Not Applicable
	"Montana"	"30"	"2020"	"2020"	"Aug., 2020"	"2020/08"	936	Not Applicable	Not Applicable
	"Montana"	"30"	"2020"	"2020"	"Sep., 2020"	"2020/09"	963	Not Applicable	Not Applicable
	"Montana"	"30"	"2020"	"2020"	"Oct., 2020"	"2020/10"	1304	Not Applicable	Not Applicable
	"Montana"	"30"	"2020"	"2020"	"Nov., 2020"	"2020/11"	1326	Not Applicable	Not Applicable
	"Montana"	"30"	"2020"	"2020"	"Dec., 2020"	"2020/12"	1280	Not Applicable	Not Applicable
	"Montana"	"30"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	1061	Not Applicable	Not Applicable
	"Montana"	"30"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	860	Not Applicable	Not Applicable
	"Montana"	"30"	"2021 (provisional)"	"2021"	"Mar., 2021 (provisional)"	"2021/03"	907	Not Applicable	Not Applicable
	"Montana"	"30"	"2021 (provisional)"	"2021"	"Apr., 2021 (provisional)"	"2021/04"	900	Not Applicable	Not Applicable
	"Montana"	"30"	"2021 (provisional)"	"2021"	"May, 2021 (provisional)"	"2021/05"	901	Not Applicable	Not Applicable
	"Montana"	"30"	"2021 (provisional)"	"2021"	"Jun., 2021 (provisional)"	"2021/06"	936	Not Applicable	Not Applicable
	"Montana"	"30"	"2021 (provisional)"	"2021"	"Jul., 2021 (provisional)"	"2021/07"	964	Not Applicable	Not Applicable
	"Montana"	"30"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	1118	Not Applicable	Not Applicable
	"Montana"	"30"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	1237	Not Applicable	Not Applicable
	"Montana"	"30"	"2021 (provisional)"	"2021"	"Oct., 2021 (provisional)"	"2021/10"	1453	Not Applicable	Not Applicable
	"Montana"	"30"	"2021 (provisional)"	"2021"	"Nov., 2021 (provisional)"	"2021/11"	1237	Not Applicable	Not Applicable
	"Montana"	"30"	"2021 (provisional)"	"2021"	"Dec., 2021 (provisional)"	"2021/12"	1133	Not Applicable	Not Applicable
	"Montana"	"30"	"2022 (provisional and partial)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	1190	Not Applicable	Not Applicable
	"Montana"	"30"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	1032	Not Applicable	Not Applicable
	"Montana"	"30"	"2022 (provisional and partial)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	1002	Not Applicable	Not Applicable
	"Montana"	"30"	"2022 (provisional and partial)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	853	Not Applicable	Not Applicable
	"Montana"	"30"	"2022 (provisional and partial)"	"2022"	"May, 2022 (provisional)"	"2022/05"	961	Not Applicable	Not Applicable
	"Montana"	"30"	"2022 (provisional and partial)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	819	Not Applicable	Not Applicable
	"Montana"	"30"	"2022 (provisional and partial)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	982	Not Applicable	Not Applicable
	"Montana"	"30"	"2022 (provisional and partial)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	929	Not Applicable	Not Applicable
	"Montana"	"30"	"2022 (provisional and partial)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	689	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2018"	"2018"	"Jan., 2018"	"2018/01"	1662	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2018"	"2018"	"Feb., 2018"	"2018/02"	1385	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2018"	"2018"	"Mar., 2018"	"2018/03"	1538	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2018"	"2018"	"Apr., 2018"	"2018/04"	1376	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2018"	"2018"	"May, 2018"	"2018/05"	1349	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2018"	"2018"	"Jun., 2018"	"2018/06"	1373	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2018"	"2018"	"Jul., 2018"	"2018/07"	1319	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2018"	"2018"	"Aug., 2018"	"2018/08"	1352	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2018"	"2018"	"Sep., 2018"	"2018/09"	1325	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2018"	"2018"	"Oct., 2018"	"2018/10"	1410	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2018"	"2018"	"Nov., 2018"	"2018/11"	1351	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2018"	"2018"	"Dec., 2018"	"2018/12"	1464	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2019"	"2019"	"Jan., 2019"	"2019/01"	1585	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2019"	"2019"	"Feb., 2019"	"2019/02"	1398	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2019"	"2019"	"Mar., 2019"	"2019/03"	1459	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2019"	"2019"	"Apr., 2019"	"2019/04"	1421	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2019"	"2019"	"May, 2019"	"2019/05"	1411	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2019"	"2019"	"Jun., 2019"	"2019/06"	1285	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2019"	"2019"	"Jul., 2019"	"2019/07"	1345	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2019"	"2019"	"Aug., 2019"	"2019/08"	1355	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2019"	"2019"	"Sep., 2019"	"2019/09"	1335	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2019"	"2019"	"Oct., 2019"	"2019/10"	1459	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2019"	"2019"	"Nov., 2019"	"2019/11"	1356	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2019"	"2019"	"Dec., 2019"	"2019/12"	1561	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2020"	"2020"	"Jan., 2020"	"2020/01"	1549	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2020"	"2020"	"Feb., 2020"	"2020/02"	1361	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2020"	"2020"	"Mar., 2020"	"2020/03"	1490	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2020"	"2020"	"Apr., 2020"	"2020/04"	1458	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2020"	"2020"	"May, 2020"	"2020/05"	1588	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2020"	"2020"	"Jun., 2020"	"2020/06"	1415	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2020"	"2020"	"Jul., 2020"	"2020/07"	1471	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2020"	"2020"	"Aug., 2020"	"2020/08"	1560	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2020"	"2020"	"Sep., 2020"	"2020/09"	1488	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2020"	"2020"	"Oct., 2020"	"2020/10"	1805	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2020"	"2020"	"Nov., 2020"	"2020/11"	2298	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2020"	"2020"	"Dec., 2020"	"2020/12"	2066	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	1792	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	1330	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2021 (provisional)"	"2021"	"Mar., 2021 (provisional)"	"2021/03"	1450	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2021 (provisional)"	"2021"	"Apr., 2021 (provisional)"	"2021/04"	1483	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2021 (provisional)"	"2021"	"May, 2021 (provisional)"	"2021/05"	1471	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2021 (provisional)"	"2021"	"Jun., 2021 (provisional)"	"2021/06"	1357	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2021 (provisional)"	"2021"	"Jul., 2021 (provisional)"	"2021/07"	1431	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	1582	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	1603	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2021 (provisional)"	"2021"	"Oct., 2021 (provisional)"	"2021/10"	1791	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2021 (provisional)"	"2021"	"Nov., 2021 (provisional)"	"2021/11"	1738	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2021 (provisional)"	"2021"	"Dec., 2021 (provisional)"	"2021/12"	1897	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2022 (provisional and partial)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	2039	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	1644	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2022 (provisional and partial)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	1521	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2022 (provisional and partial)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	1401	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2022 (provisional and partial)"	"2022"	"May, 2022 (provisional)"	"2022/05"	1425	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2022 (provisional and partial)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	1306	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2022 (provisional and partial)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	1482	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2022 (provisional and partial)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	1434	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2022 (provisional and partial)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	971	Not Applicable	Not Applicable
	"Nevada"	"32"	"2018"	"2018"	"Jan., 2018"	"2018/01"	2474	Not Applicable	Not Applicable
	"Nevada"	"32"	"2018"	"2018"	"Feb., 2018"	"2018/02"	1931	Not Applicable	Not Applicable
	"Nevada"	"32"	"2018"	"2018"	"Mar., 2018"	"2018/03"	2213	Not Applicable	Not Applicable
	"Nevada"	"32"	"2018"	"2018"	"Apr., 2018"	"2018/04"	2032	Not Applicable	Not Applicable
	"Nevada"	"32"	"2018"	"2018"	"May, 2018"	"2018/05"	2001	Not Applicable	Not Applicable
	"Nevada"	"32"	"2018"	"2018"	"Jun., 2018"	"2018/06"	2078	Not Applicable	Not Applicable
	"Nevada"	"32"	"2018"	"2018"	"Jul., 2018"	"2018/07"	2065	Not Applicable	Not Applicable
	"Nevada"	"32"	"2018"	"2018"	"Aug., 2018"	"2018/08"	1982	Not Applicable	Not Applicable
	"Nevada"	"32"	"2018"	"2018"	"Sep., 2018"	"2018/09"	1846	Not Applicable	Not Applicable
	"Nevada"	"32"	"2018"	"2018"	"Oct., 2018"	"2018/10"	1975	Not Applicable	Not Applicable
	"Nevada"	"32"	"2018"	"2018"	"Nov., 2018"	"2018/11"	2033	Not Applicable	Not Applicable
	"Nevada"	"32"	"2018"	"2018"	"Dec., 2018"	"2018/12"	2085	Not Applicable	Not Applicable
	"Nevada"	"32"	"2019"	"2019"	"Jan., 2019"	"2019/01"	2306	Not Applicable	Not Applicable
	"Nevada"	"32"	"2019"	"2019"	"Feb., 2019"	"2019/02"	2120	Not Applicable	Not Applicable
	"Nevada"	"32"	"2019"	"2019"	"Mar., 2019"	"2019/03"	2264	Not Applicable	Not Applicable
	"Nevada"	"32"	"2019"	"2019"	"Apr., 2019"	"2019/04"	2219	Not Applicable	Not Applicable
	"Nevada"	"32"	"2019"	"2019"	"May, 2019"	"2019/05"	2074	Not Applicable	Not Applicable
	"Nevada"	"32"	"2019"	"2019"	"Jun., 2019"	"2019/06"	2078	Not Applicable	Not Applicable
	"Nevada"	"32"	"2019"	"2019"	"Jul., 2019"	"2019/07"	2070	Not Applicable	Not Applicable
	"Nevada"	"32"	"2019"	"2019"	"Aug., 2019"	"2019/08"	2085	Not Applicable	Not Applicable
	"Nevada"	"32"	"2019"	"2019"	"Sep., 2019"	"2019/09"	2014	Not Applicable	Not Applicable
	"Nevada"	"32"	"2019"	"2019"	"Oct., 2019"	"2019/10"	2038	Not Applicable	Not Applicable
	"Nevada"	"32"	"2019"	"2019"	"Nov., 2019"	"2019/11"	2077	Not Applicable	Not Applicable
	"Nevada"	"32"	"2019"	"2019"	"Dec., 2019"	"2019/12"	2241	Not Applicable	Not Applicable
	"Nevada"	"32"	"2020"	"2020"	"Jan., 2020"	"2020/01"	2394	Not Applicable	Not Applicable
